,en_Manchester Arena bombing,ar_Manchester Arena bombing,en_Israel–Hamas war,ar_Israel–Hamas war,he_Israel–Hamas war,en_Charlie Hebdo shooting,ar_Charlie Hebdo shooting,fr_Charlie Hebdo shooting,date
3261,,,,,,1369,27,590,2017-03-18
3262,,,,,,1276,19,669,2017-03-19
3263,,,,,,1308,19,627,2017-03-20
3264,,,,,,1192,20,586,2017-03-21
3265,,,,,,2293,34,920,2017-03-22
3266,,,,,,2655,28,892,2017-03-23
3267,,,,,,1429,25,642,2017-03-24
3268,,,,,,1143,28,451,2017-03-25
3269,,,,,,1303,26,549,2017-03-26
3270,,,,,,1573,23,662,2017-03-27
3271,,,,,,1282,18,685,2017-03-28
3272,,,,,,1230,32,739,2017-03-29
3273,,,,,,1327,19,650,2017-03-30
3274,,,,,,1078,23,614,2017-03-31
3275,,,,,,953,44,699,2017-04-01
3276,,,,,,1064,28,568,2017-04-02
3277,,,,,,1256,30,637,2017-04-03
3278,,,,,,1225,44,623,2017-04-04
3279,,,,,,1179,26,577,2017-04-05
3280,,,,,,1159,33,583,2017-04-06
3281,,,,,,1435,44,677,2017-04-07
3282,,,,,,1151,50,447,2017-04-08
3283,,,,,,1233,37,463,2017-04-09
3284,,,,,,1453,27,461,2017-04-10
3285,,,,,,1335,43,497,2017-04-11
3286,,,,,,1300,36,544,2017-04-12
3287,,,,,,1223,26,461,2017-04-13
3288,,,,,,1065,30,385,2017-04-14
3289,,,,,,992,24,418,2017-04-15
3290,,,,,,1130,34,385,2017-04-16
3291,,,,,,1297,22,481,2017-04-17
3292,,,,,,1225,23,660,2017-04-18
3293,,,,,,1222,29,562,2017-04-19
3294,,,,,,1862,17,890,2017-04-20
3295,,,,,,2225,50,1099,2017-04-21
3296,,,,,,1305,27,643,2017-04-22
3297,,,,,,1425,20,603,2017-04-23
3298,,,,,,1473,38,598,2017-04-24
3299,,,,,,1353,19,758,2017-04-25
3300,,,,,,1531,29,754,2017-04-26
3301,,,,,,1180,29,617,2017-04-27
3302,,,,,,1106,21,527,2017-04-28
3303,,,,,,1045,30,502,2017-04-29
3304,,,,,,1073,14,502,2017-04-30
3305,,,,,,1162,14,647,2017-05-01
3306,,,,,,1126,14,649,2017-05-02
3307,,,,,,1434,30,644,2017-05-03
3308,,,,,,1135,19,556,2017-05-04
3309,,,,,,1085,30,558,2017-05-05
3310,,,,,,945,25,475,2017-05-06
3311,,,,,,1942,37,597,2017-05-07
3312,,,,,,1532,29,629,2017-05-08
3313,,,,,,1311,27,530,2017-05-09
3314,,,,,,1235,37,665,2017-05-10
3315,,,,,,1333,24,558,2017-05-11
3316,,,,,,1362,20,491,2017-05-12
3317,,,,,,1014,24,460,2017-05-13
3318,,,,,,994,21,580,2017-05-14
3319,,,,,,1172,31,565,2017-05-15
3320,,,,,,1123,17,535,2017-05-16
3321,,,,,,1052,13,543,2017-05-17
3322,,,,,,976,29,625,2017-05-18
3323,,,,,,931,26,496,2017-05-19
3324,,,,,,827,21,427,2017-05-20
3325,,,,,,858,20,471,2017-05-21
3326,,,,,,1075,30,565,2017-05-22
2495,,3976.0,,,,3762,20,1065,2017-05-23
2496,,2161.0,,,,2719,20,691,2017-05-24
2497,,1409.0,,,,1930,19,475,2017-05-25
2498,,1293.0,,,,1372,21,499,2017-05-26
2499,,1241.0,,,,1221,31,443,2017-05-27
2500,,1548.0,,,,1216,16,522,2017-05-28
2501,,1257.0,,,,1281,12,516,2017-05-29
2502,,1099.0,,,,1244,21,553,2017-05-30
2503,,954.0,,,,1264,20,556,2017-05-31
2504,,911.0,,,,1192,25,486,2017-06-01
2505,,930.0,,,,1078,23,418,2017-06-02
2506,,619.0,,,,1296,14,436,2017-06-03
2507,,313.0,,,,2710,33,1078,2017-06-04
2508,,189.0,,,,2022,33,777,2017-06-05
2509,,181.0,,,,2227,20,615,2017-06-06
2510,,132.0,,,,1575,17,638,2017-06-07
2511,,88.0,,,,1592,26,574,2017-06-08
2512,,67.0,,,,944,24,432,2017-06-09
2513,,65.0,,,,913,18,473,2017-06-10
2514,,38.0,,,,1050,14,648,2017-06-11
2515,,30.0,,,,1041,9,410,2017-06-12
2516,,39.0,,,,1115,19,474,2017-06-13
2517,,56.0,,,,981,11,421,2017-06-14
2518,,47.0,,,,825,18,400,2017-06-15
2519,,32.0,,,,764,25,319,2017-06-16
2520,,35.0,,,,693,20,300,2017-06-17
2521,,26.0,,,,1059,21,318,2017-06-18
2522,,97.0,,,,1149,37,428,2017-06-19
2523,,71.0,,,,1157,24,432,2017-06-20
2524,,36.0,,,,1135,15,391,2017-06-21
2525,,39.0,,,,872,20,353,2017-06-22
2526,,30.0,,,,785,10,357,2017-06-23
2527,,33.0,,,,679,15,298,2017-06-24
2528,,25.0,,,,715,29,323,2017-06-25
2529,,33.0,,,,826,14,319,2017-06-26
2530,,23.0,,,,800,16,1676,2017-06-27
2531,,25.0,,,,787,13,359,2017-06-28
2532,,40.0,,,,771,16,380,2017-06-29
2533,,22.0,,,,719,18,270,2017-06-30
2534,,20.0,,,,617,10,290,2017-07-01
2535,,24.0,,,,672,17,299,2017-07-02
2536,,18.0,,,,729,11,281,2017-07-03
2537,,31.0,,,,763,20,265,2017-07-04
2538,,18.0,,,,756,24,325,2017-07-05
2539,,33.0,,,,755,35,335,2017-07-06
2540,,19.0,,,,846,17,282,2017-07-07
2541,,24.0,,,,656,17,251,2017-07-08
2542,,24.0,,,,766,10,256,2017-07-09
2543,,16.0,,,,820,19,293,2017-07-10
2544,,13.0,,,,876,15,325,2017-07-11
2545,,9.0,,,,891,16,317,2017-07-12
2546,,9.0,,,,917,19,345,2017-07-13
2547,,12.0,,,,1019,17,477,2017-07-14
2548,,20.0,,,,807,16,366,2017-07-15
2549,,13.0,,,,745,17,365,2017-07-16
2550,,15.0,,,,869,14,282,2017-07-17
2551,,20.0,,,,823,14,257,2017-07-18
2552,,21.0,,,,828,15,1947,2017-07-19
2553,,12.0,,,,731,18,419,2017-07-20
2554,,11.0,,,,673,7,281,2017-07-21
2555,,11.0,,,,643,23,351,2017-07-22
2556,,17.0,,,,669,17,300,2017-07-23
2557,,16.0,,,,868,21,292,2017-07-24
2558,,22.0,,,,698,19,259,2017-07-25
2559,,22.0,,,,777,12,310,2017-07-26
2560,,13.0,,,,746,19,275,2017-07-27
2561,,15.0,,,,877,32,252,2017-07-28
2562,,16.0,,,,669,17,256,2017-07-29
2563,,12.0,,,,793,18,268,2017-07-30
2564,,10.0,,,,840,15,272,2017-07-31
2565,,8.0,,,,715,20,264,2017-08-01
2566,,15.0,,,,753,19,281,2017-08-02
2567,,3.0,,,,864,16,235,2017-08-03
2568,,9.0,,,,701,19,259,2017-08-04
2569,,11.0,,,,686,18,217,2017-08-05
2570,,10.0,,,,719,21,294,2017-08-06
2571,,14.0,,,,771,23,262,2017-08-07
2572,,14.0,,,,727,13,282,2017-08-08
2573,,11.0,,,,1213,23,436,2017-08-09
2574,,14.0,,,,795,29,399,2017-08-10
2575,,10.0,,,,655,21,343,2017-08-11
2576,,14.0,,,,818,24,264,2017-08-12
2577,,12.0,,,,824,26,306,2017-08-13
2578,,34.0,,,,908,25,308,2017-08-14
2579,,23.0,,,,843,18,322,2017-08-15
2580,,17.0,,,,729,17,296,2017-08-16
2581,,27.0,,,,1466,38,742,2017-08-17
2582,,58.0,,,,1629,40,1028,2017-08-18
2583,,51.0,,,,1115,34,573,2017-08-19
2584,,30.0,,,,980,24,499,2017-08-20
2585,,45.0,,,,1153,28,2880,2017-08-21
2586,,24.0,,,,968,21,802,2017-08-22
2587,,11.0,,,,1394,46,876,2017-08-23
2588,,18.0,,,,1281,66,610,2017-08-24
2589,,14.0,,,,1054,39,477,2017-08-25
2590,,17.0,,,,706,18,431,2017-08-26
2591,,18.0,,,,729,23,382,2017-08-27
2592,,13.0,,,,764,13,387,2017-08-28
2593,,21.0,,,,810,27,418,2017-08-29
2594,,12.0,,,,1009,17,391,2017-08-30
2595,,10.0,,,,4296,14,362,2017-08-31
2596,,20.0,,,,2401,20,539,2017-09-01
2597,,11.0,,,,1099,17,395,2017-09-02
2598,,14.0,,,,904,24,368,2017-09-03
2599,,11.0,,,,1199,34,337,2017-09-04
2600,,12.0,,,,1119,33,510,2017-09-05
2601,,2.0,,,,1084,26,504,2017-09-06
2602,,6.0,,,,1330,36,497,2017-09-07
2603,,7.0,,,,1138,47,413,2017-09-08
2604,,10.0,,,,830,24,641,2017-09-09
2605,,15.0,,,,836,17,467,2017-09-10
2606,,19.0,,,,1826,27,492,2017-09-11
2607,,11.0,,,,1152,23,405,2017-09-12
2608,,5.0,,,,1062,25,424,2017-09-13
2609,,16.0,,,,950,24,504,2017-09-14
2610,,18.0,,,,983,41,590,2017-09-15
2611,,36.0,,,,818,22,641,2017-09-16
2612,,16.0,,,,787,26,484,2017-09-17
2613,,17.0,,,,994,39,402,2017-09-18
2614,,25.0,,,,909,28,405,2017-09-19
2615,,17.0,,,,891,17,702,2017-09-20
2616,,8.0,,,,839,28,427,2017-09-21
2617,,14.0,,,,819,27,357,2017-09-22
2618,,11.0,,,,699,29,370,2017-09-23
2619,,9.0,,,,902,31,525,2017-09-24
2620,,8.0,,,,854,12,520,2017-09-25
2621,,9.0,,,,937,22,537,2017-09-26
2622,,16.0,,,,949,15,517,2017-09-27
2623,,13.0,,,,873,28,461,2017-09-28
2624,,7.0,,,,860,25,550,2017-09-29
2625,,15.0,,,,912,29,426,2017-09-30
2626,,23.0,,,,1021,14,583,2017-10-01
2627,,21.0,,,,2142,22,879,2017-10-02
2628,,22.0,,,,2135,31,707,2017-10-03
2629,,12.0,,,,1624,24,688,2017-10-04
2630,,16.0,,,,1293,31,592,2017-10-05
2631,,16.0,,,,1045,26,507,2017-10-06
2632,,16.0,,,,936,25,435,2017-10-07
2633,,17.0,,,,969,26,545,2017-10-08
2634,,8.0,,,,1106,23,564,2017-10-09
0,46.0,6.0,,,,1123,28,615,2017-10-10
1,40.0,13.0,,,,1100,36,548,2017-10-11
2,34.0,11.0,,,,983,29,756,2017-10-12
3,34.0,13.0,,,,910,31,564,2017-10-13
4,36.0,10.0,,,,804,25,433,2017-10-14
5,40.0,10.0,,,,859,23,555,2017-10-15
6,34.0,11.0,,,,1074,21,580,2017-10-16
7,45.0,6.0,,,,1130,20,557,2017-10-17
8,63.0,6.0,,,,1087,21,654,2017-10-18
9,31.0,9.0,,,,1147,33,602,2017-10-19
10,31.0,16.0,,,,958,17,409,2017-10-20
11,36.0,16.0,,,,821,18,494,2017-10-21
12,67.0,9.0,,,,892,28,443,2017-10-22
13,48.0,17.0,,,,1156,25,522,2017-10-23
14,37.0,6.0,,,,1036,19,468,2017-10-24
15,22.0,13.0,,,,958,12,534,2017-10-25
16,36.0,11.0,,,,943,17,547,2017-10-26
17,27.0,13.0,,,,1005,31,461,2017-10-27
18,29.0,8.0,,,,817,27,404,2017-10-28
19,39.0,8.0,,,,819,29,543,2017-10-29
20,35.0,5.0,,,,1017,18,497,2017-10-30
21,43.0,6.0,,,,1063,26,584,2017-10-31
22,39.0,11.0,,,,1127,26,664,2017-11-01
23,54.0,23.0,,,,1112,24,790,2017-11-02
24,23.0,13.0,,,,909,33,802,2017-11-03
25,37.0,15.0,,,,832,29,910,2017-11-04
26,26.0,15.0,,,,1148,19,888,2017-11-05
27,38.0,14.0,,,,1983,25,1112,2017-11-06
28,45.0,22.0,,,,1492,35,1455,2017-11-07
29,40.0,10.0,,,,1101,25,1075,2017-11-08
30,53.0,10.0,,,,970,22,818,2017-11-09
31,30.0,16.0,,,,1085,30,1097,2017-11-10
32,68.0,11.0,,,,834,16,826,2017-11-11
33,63.0,7.0,,,,955,23,1240,2017-11-12
34,42.0,10.0,,,,1541,28,2078,2017-11-13
35,45.0,4.0,,,,1345,24,1275,2017-11-14
36,41.0,21.0,,,,1249,16,1571,2017-11-15
37,43.0,9.0,,,,1223,27,935,2017-11-16
38,29.0,11.0,,,,979,27,931,2017-11-17
39,41.0,8.0,,,,896,30,675,2017-11-18
40,37.0,9.0,,,,923,30,830,2017-11-19
41,28.0,11.0,,,,1022,19,703,2017-11-20
42,31.0,6.0,,,,979,21,856,2017-11-21
43,29.0,11.0,,,,1204,32,735,2017-11-22
44,43.0,16.0,,,,791,26,658,2017-11-23
45,56.0,8.0,,,,827,33,576,2017-11-24
46,44.0,12.0,,,,815,27,535,2017-11-25
47,36.0,14.0,,,,870,29,631,2017-11-26
48,102.0,6.0,,,,1082,24,613,2017-11-27
49,36.0,15.0,,,,1056,43,609,2017-11-28
50,50.0,7.0,,,,1142,32,588,2017-11-29
51,48.0,13.0,,,,1097,20,660,2017-11-30
52,47.0,11.0,,,,934,27,642,2017-12-01
53,51.0,12.0,,,,679,25,445,2017-12-02
54,50.0,7.0,,,,802,28,503,2017-12-03
55,39.0,6.0,,,,989,29,509,2017-12-04
56,42.0,13.0,,,,1184,37,654,2017-12-05
57,46.0,6.0,,,,1033,22,617,2017-12-06
58,40.0,12.0,,,,1110,23,634,2017-12-07
59,34.0,9.0,,,,1610,25,524,2017-12-08
60,26.0,4.0,,,,758,30,543,2017-12-09
61,44.0,10.0,,,,1334,24,527,2017-12-10
62,65.0,6.0,,,,1204,35,537,2017-12-11
63,39.0,9.0,,,,1081,34,523,2017-12-12
64,48.0,6.0,,,,1036,21,500,2017-12-13
65,36.0,4.0,,,,962,29,508,2017-12-14
66,41.0,21.0,,,,915,24,388,2017-12-15
67,31.0,10.0,,,,1027,11,380,2017-12-16
68,42.0,10.0,,,,742,19,447,2017-12-17
69,42.0,12.0,,,,912,31,493,2017-12-18
70,39.0,17.0,,,,905,22,524,2017-12-19
71,44.0,11.0,,,,814,22,496,2017-12-20
72,38.0,19.0,,,,8572,27,403,2017-12-21
73,27.0,5.0,,,,4499,30,292,2017-12-22
74,34.0,10.0,,,,719,26,317,2017-12-23
75,43.0,3.0,,,,593,26,324,2017-12-24
76,54.0,21.0,,,,666,24,350,2017-12-25
77,29.0,17.0,,,,721,24,323,2017-12-26
78,38.0,18.0,,,,708,38,408,2017-12-27
79,44.0,15.0,,,,834,20,735,2017-12-28
80,47.0,13.0,,,,798,26,469,2017-12-29
81,65.0,16.0,,,,819,53,487,2017-12-30
82,43.0,13.0,,,,726,32,382,2017-12-31
83,47.0,14.0,,,,904,27,439,2018-01-01
84,60.0,9.0,,,,999,33,918,2018-01-02
85,46.0,11.0,,,,987,36,1603,2018-01-03
86,34.0,12.0,,,,952,32,878,2018-01-04
87,39.0,7.0,,,,1023,46,1155,2018-01-05
88,42.0,8.0,,,,1179,55,3583,2018-01-06
89,36.0,11.0,,,,4441,161,7184,2018-01-07
90,50.0,6.0,,,,2517,76,2434,2018-01-08
91,63.0,10.0,,,,2061,43,1278,2018-01-09
92,45.0,3.0,,,,1317,18,913,2018-01-10
93,47.0,10.0,,,,1246,31,767,2018-01-11
94,52.0,9.0,,,,1029,15,665,2018-01-12
95,49.0,6.0,,,,940,14,634,2018-01-13
96,40.0,14.0,,,,1131,35,659,2018-01-14
97,49.0,33.0,,,,1328,31,673,2018-01-15
98,46.0,26.0,,,,1066,24,550,2018-01-16
99,29.0,15.0,,,,1180,27,595,2018-01-17
100,53.0,17.0,,,,1188,21,542,2018-01-18
101,42.0,7.0,,,,907,42,506,2018-01-19
102,39.0,4.0,,,,756,27,409,2018-01-20
103,33.0,13.0,,,,881,19,559,2018-01-21
104,33.0,10.0,,,,1057,15,810,2018-01-22
105,39.0,9.0,,,,1028,19,787,2018-01-23
106,58.0,17.0,,,,1272,14,871,2018-01-24
107,38.0,9.0,,,,1071,14,631,2018-01-25
108,49.0,16.0,,,,969,30,618,2018-01-26
109,44.0,17.0,,,,862,25,506,2018-01-27
110,44.0,6.0,,,,1108,21,609,2018-01-28
111,44.0,14.0,,,,1120,15,669,2018-01-29
112,48.0,18.0,,,,1157,25,695,2018-01-30
113,29.0,19.0,,,,953,22,600,2018-01-31
114,50.0,17.0,,,,946,27,490,2018-02-01
115,32.0,16.0,,,,902,26,463,2018-02-02
116,43.0,18.0,,,,778,37,372,2018-02-03
117,46.0,19.0,,,,846,38,620,2018-02-04
118,40.0,15.0,,,,1142,18,740,2018-02-05
119,73.0,25.0,,,,1218,21,690,2018-02-06
120,46.0,29.0,,,,931,28,665,2018-02-07
121,38.0,20.0,,,,1281,34,471,2018-02-08
122,46.0,16.0,,,,920,22,451,2018-02-09
123,31.0,8.0,,,,777,32,367,2018-02-10
124,34.0,14.0,,,,949,41,456,2018-02-11
125,41.0,3.0,,,,948,48,433,2018-02-12
126,47.0,17.0,,,,1030,56,428,2018-02-13
127,32.0,25.0,,,,1008,27,441,2018-02-14
128,57.0,17.0,,,,1636,43,484,2018-02-15
129,38.0,16.0,,,,1527,33,415,2018-02-16
130,79.0,14.0,,,,1107,27,404,2018-02-17
131,36.0,12.0,,,,1518,33,422,2018-02-18
132,49.0,13.0,,,,1313,19,446,2018-02-19
133,26.0,22.0,,,,1213,26,522,2018-02-20
134,60.0,13.0,,,,1293,27,425,2018-02-21
135,63.0,17.0,,,,1303,26,489,2018-02-22
136,59.0,17.0,,,,1125,26,455,2018-02-23
137,39.0,9.0,,,,1041,19,361,2018-02-24
138,49.0,14.0,,,,985,19,389,2018-02-25
139,37.0,9.0,,,,1461,27,489,2018-02-26
140,48.0,23.0,,,,3064,29,459,2018-02-27
141,44.0,14.0,,,,1838,39,440,2018-02-28
142,40.0,16.0,,,,1525,21,380,2018-03-01
143,58.0,6.0,,,,1285,34,421,2018-03-02
144,60.0,5.0,,,,1034,22,395,2018-03-03
145,47.0,6.0,,,,1030,22,432,2018-03-04
146,54.0,9.0,,,,1196,27,453,2018-03-05
147,40.0,9.0,,,,1174,30,434,2018-03-06
148,34.0,8.0,,,,1257,36,479,2018-03-07
149,29.0,13.0,,,,1169,17,446,2018-03-08
150,34.0,9.0,,,,963,22,426,2018-03-09
151,27.0,8.0,,,,801,23,411,2018-03-10
152,69.0,6.0,,,,963,41,523,2018-03-11
153,44.0,8.0,,,,1378,24,494,2018-03-12
154,31.0,5.0,,,,1222,24,554,2018-03-13
155,39.0,13.0,,,,1142,27,457,2018-03-14
156,46.0,12.0,,,,1062,18,490,2018-03-15
157,69.0,11.0,,,,957,22,405,2018-03-16
158,44.0,7.0,,,,792,19,372,2018-03-17
159,62.0,3.0,,,,967,21,589,2018-03-18
160,64.0,9.0,,,,1123,15,508,2018-03-19
161,71.0,10.0,,,,1078,31,544,2018-03-20
162,74.0,13.0,,,,1068,46,504,2018-03-21
163,81.0,14.0,,,,1131,20,461,2018-03-22
164,85.0,17.0,,,,2526,53,952,2018-03-23
165,89.0,17.0,,,,1649,32,944,2018-03-24
166,82.0,13.0,,,,1342,32,790,2018-03-25
167,86.0,10.0,,,,1393,20,747,2018-03-26
168,123.0,17.0,,,,1245,32,649,2018-03-27
169,78.0,18.0,,,,1164,24,892,2018-03-28
170,51.0,,,,,1046,27,632,2018-03-29
171,49.0,6.0,,,,888,34,493,2018-03-30
172,48.0,7.0,,,,815,28,405,2018-03-31
173,53.0,3.0,,,,875,18,418,2018-04-01
174,55.0,15.0,,,,935,29,512,2018-04-02
175,58.0,6.0,,,,1142,28,522,2018-04-03
176,44.0,14.0,,,,3797,21,572,2018-04-04
177,55.0,8.0,,,,9052,42,556,2018-04-05
178,48.0,5.0,,,,1867,40,516,2018-04-06
179,45.0,9.0,,,,1450,32,560,2018-04-07
180,47.0,6.0,,,,1147,35,472,2018-04-08
181,70.0,2.0,,,,1125,26,469,2018-04-09
182,55.0,4.0,,,,963,20,482,2018-04-10
183,60.0,18.0,,,,1106,25,798,2018-04-11
184,66.0,6.0,,,,1154,20,691,2018-04-12
185,70.0,11.0,,,,978,35,457,2018-04-13
186,43.0,6.0,,,,783,23,493,2018-04-14
187,55.0,7.0,,,,1049,30,606,2018-04-15
188,70.0,8.0,,,,1137,18,972,2018-04-16
189,59.0,10.0,,,,1014,22,621,2018-04-17
190,56.0,5.0,,,,969,19,568,2018-04-18
191,65.0,11.0,,,,1056,23,544,2018-04-19
192,156.0,8.0,,,,977,30,418,2018-04-20
193,123.0,13.0,,,,808,34,413,2018-04-21
194,111.0,43.0,,,,1306,28,678,2018-04-22
195,105.0,39.0,,,,1257,29,653,2018-04-23
196,89.0,38.0,,,,1402,28,669,2018-04-24
197,87.0,31.0,,,,1170,31,580,2018-04-25
198,83.0,17.0,,,,1003,15,595,2018-04-26
199,69.0,25.0,,,,842,13,473,2018-04-27
200,72.0,16.0,,,,772,20,432,2018-04-28
201,162.0,17.0,,,,758,28,584,2018-04-29
202,86.0,17.0,,,,1019,18,505,2018-04-30
203,73.0,20.0,,,,962,18,575,2018-05-01
204,112.0,31.0,,,,904,21,520,2018-05-02
205,93.0,30.0,,,,1390,25,446,2018-05-03
206,68.0,16.0,,,,983,19,690,2018-05-04
207,57.0,17.0,,,,830,24,538,2018-05-05
208,59.0,12.0,,,,1310,28,533,2018-05-06
209,96.0,11.0,,,,1039,20,533,2018-05-07
210,61.0,13.0,,,,1042,30,536,2018-05-08
211,80.0,13.0,,,,925,22,631,2018-05-09
212,101.0,13.0,,,,945,22,641,2018-05-10
213,62.0,20.0,,,,876,21,674,2018-05-11
214,65.0,22.0,,,,864,23,757,2018-05-12
215,101.0,13.0,,,,1525,29,1257,2018-05-13
216,89.0,13.0,,,,1292,23,1082,2018-05-14
217,134.0,11.0,,,,1035,27,602,2018-05-15
218,137.0,13.0,,,,1117,26,621,2018-05-16
219,143.0,19.0,,,,1213,26,545,2018-05-17
220,84.0,12.0,,,,1373,17,411,2018-05-18
221,73.0,9.0,,,,897,11,328,2018-05-19
222,103.0,10.0,,,,1016,21,427,2018-05-20
223,229.0,21.0,,,,1098,27,646,2018-05-21
224,703.0,147.0,,,,1230,34,688,2018-05-22
225,215.0,56.0,,,,1044,78,763,2018-05-23
226,130.0,30.0,,,,1353,142,680,2018-05-24
227,109.0,17.0,,,,1072,56,642,2018-05-25
228,117.0,15.0,,,,869,30,403,2018-05-26
229,108.0,8.0,,,,1017,39,585,2018-05-27
230,98.0,21.0,,,,1108,32,626,2018-05-28
231,93.0,10.0,,,,1760,27,687,2018-05-29
232,75.0,20.0,,,,1543,27,601,2018-05-30
233,61.0,11.0,,,,1086,24,582,2018-05-31
234,56.0,12.0,,,,1063,28,480,2018-06-01
235,73.0,22.0,,,,1520,21,560,2018-06-02
236,80.0,6.0,,,,1397,25,622,2018-06-03
237,99.0,20.0,,,,1407,23,722,2018-06-04
238,94.0,6.0,,,,1214,21,670,2018-06-05
239,51.0,11.0,,,,1440,28,666,2018-06-06
240,63.0,16.0,,,,1187,27,593,2018-06-07
241,50.0,11.0,,,,1396,21,512,2018-06-08
242,48.0,12.0,,,,1170,20,508,2018-06-09
243,37.0,11.0,,,,1221,17,621,2018-06-10
244,64.0,4.0,,,,1293,22,563,2018-06-11
245,65.0,9.0,,,,1429,28,682,2018-06-12
246,76.0,10.0,,,,1650,23,582,2018-06-13
247,47.0,12.0,,,,1656,19,554,2018-06-14
248,44.0,14.0,,,,1340,22,397,2018-06-15
249,47.0,6.0,,,,1928,35,313,2018-06-16
250,28.0,15.0,,,,1014,32,411,2018-06-17
251,41.0,11.0,,,,1160,30,923,2018-06-18
252,39.0,7.0,,,,1092,24,484,2018-06-19
253,32.0,5.0,,,,1018,26,405,2018-06-20
254,58.0,5.0,,,,973,19,333,2018-06-21
255,50.0,9.0,,,,742,27,275,2018-06-22
256,43.0,14.0,,,,814,31,313,2018-06-23
257,42.0,20.0,,,,905,16,397,2018-06-24
258,51.0,15.0,,,,947,26,428,2018-06-25
259,43.0,19.0,,,,920,11,397,2018-06-26
260,50.0,10.0,,,,924,17,369,2018-06-27
261,42.0,19.0,,,,1930,21,494,2018-06-28
262,33.0,27.0,,,,11460,22,510,2018-06-29
263,35.0,26.0,,,,1477,25,337,2018-06-30
264,43.0,14.0,,,,983,15,622,2018-07-01
265,43.0,23.0,,,,1102,23,473,2018-07-02
266,31.0,25.0,,,,1061,23,374,2018-07-03
267,48.0,8.0,,,,810,27,386,2018-07-04
268,40.0,17.0,,,,887,21,401,2018-07-05
269,62.0,18.0,,,,926,23,295,2018-07-06
270,59.0,7.0,,,,1156,18,285,2018-07-07
271,54.0,8.0,,,,1151,33,338,2018-07-08
272,40.0,3.0,,,,2054,21,331,2018-07-09
273,30.0,7.0,,,,1561,23,325,2018-07-10
274,54.0,14.0,,,,1432,24,429,2018-07-11
275,35.0,17.0,,,,1170,30,323,2018-07-12
276,43.0,17.0,,,,1121,25,394,2018-07-13
277,41.0,11.0,,,,1115,33,437,2018-07-14
278,53.0,11.0,,,,1198,29,392,2018-07-15
279,63.0,15.0,,,,1163,38,509,2018-07-16
280,47.0,17.0,,,,1118,32,319,2018-07-17
281,41.0,21.0,,,,930,22,299,2018-07-18
282,47.0,8.0,,,,981,32,382,2018-07-19
283,49.0,14.0,,,,938,40,357,2018-07-20
284,36.0,21.0,,,,795,28,358,2018-07-21
285,36.0,17.0,,,,943,37,334,2018-07-22
286,54.0,9.0,,,,924,38,379,2018-07-23
287,50.0,19.0,,,,941,41,364,2018-07-24
288,61.0,9.0,,,,808,32,332,2018-07-25
289,59.0,10.0,,,,815,25,310,2018-07-26
290,47.0,10.0,,,,882,18,338,2018-07-27
291,39.0,15.0,,,,788,16,336,2018-07-28
292,28.0,6.0,,,,956,28,323,2018-07-29
293,63.0,8.0,,,,933,21,368,2018-07-30
294,59.0,34.0,,,,797,40,433,2018-07-31
295,44.0,32.0,,,,807,32,341,2018-08-01
296,36.0,11.0,,,,920,21,388,2018-08-02
297,44.0,22.0,,,,889,19,515,2018-08-03
298,50.0,15.0,,,,778,27,305,2018-08-04
299,51.0,11.0,,,,899,19,453,2018-08-05
300,34.0,15.0,,,,1094,23,372,2018-08-06
301,34.0,26.0,,,,870,28,421,2018-08-07
302,51.0,8.0,,,,833,23,476,2018-08-08
303,57.0,10.0,,,,1018,31,407,2018-08-09
304,37.0,14.0,,,,804,35,387,2018-08-10
305,45.0,13.0,,,,767,16,321,2018-08-11
306,52.0,24.0,,,,839,27,378,2018-08-12
307,61.0,6.0,,,,948,23,352,2018-08-13
308,68.0,25.0,,,,1028,38,396,2018-08-14
309,57.0,8.0,,,,871,38,423,2018-08-15
310,60.0,25.0,,,,973,22,398,2018-08-16
311,115.0,21.0,,,,863,17,373,2018-08-17
312,113.0,40.0,,,,824,25,340,2018-08-18
313,107.0,25.0,,,,1049,43,442,2018-08-19
314,93.0,32.0,,,,960,24,420,2018-08-20
315,80.0,21.0,,,,874,28,598,2018-08-21
316,71.0,21.0,,,,881,30,478,2018-08-22
317,57.0,20.0,,,,1074,37,459,2018-08-23
318,63.0,17.0,,,,884,33,410,2018-08-24
319,65.0,23.0,,,,793,25,659,2018-08-25
320,61.0,12.0,,,,978,22,493,2018-08-26
321,64.0,19.0,,,,1017,22,409,2018-08-27
322,44.0,12.0,,,,1034,30,382,2018-08-28
323,77.0,28.0,,,,1035,36,406,2018-08-29
324,61.0,10.0,,,,1228,38,383,2018-08-30
325,70.0,20.0,,,,1159,38,387,2018-08-31
326,64.0,11.0,,,,850,32,383,2018-09-01
327,76.0,18.0,,,,871,28,424,2018-09-02
328,70.0,16.0,,,,843,25,419,2018-09-03
329,59.0,15.0,,,,925,21,540,2018-09-04
330,60.0,10.0,,,,1013,26,422,2018-09-05
331,46.0,19.0,,,,1116,20,429,2018-09-06
332,81.0,20.0,,,,791,31,361,2018-09-07
333,110.0,15.0,,,,711,20,431,2018-09-08
334,85.0,10.0,,,,727,15,465,2018-09-09
335,94.0,9.0,,,,1135,17,638,2018-09-10
336,67.0,10.0,,,,1321,20,861,2018-09-11
337,74.0,8.0,,,,1334,22,675,2018-09-12
